user_id,first_name,last_name,email,signup_date,country,city,postal_code,age,gender,loyalty_tier
U000246,Vihaan,Pandey,vihaan.pandey4492@gmail.com,2022-06-15,India,Patna,265265,36,Other,Bronze
U000247,Mohammed,Verma,mohammed.verma2306@gmail.com,2021-06-13,India,Surat,422457,23,Other,Bronze
U000248,Sai,Gupta,sai.gupta4147@gmail.com,2020-07-21,India,Bhopal,757073,41,Other,Silver
U000249,Kiara,Singh,kiara.singh2748@gmail.com,2022-01-19,India,Delhi,477126,38,Other,Bronze
U000250,Vihaan,Pillai,vihaan.pillai5511@gmail.com,2022-08-25,India,Hyderabad,695435,30,Other,Bronze
U000251,Ishaan,Nair,ishaan.nair2290@gmail.com,2024-07-28,India,Patna,351867,40,Male,Bronze
U000252,Myra,Das,myra.das8632@gmail.com,2023-09-21,India,Indore,622443,33,Other,Bronze
U000253,Navya,Shetty,navya.shetty2469@gmail.com,2022-06-22,India,Hyderabad,807788,39,Female,Bronze
U000254,Reyansh,Nair,reyansh.nair8638@gmail.com,2023-01-07,India,Chennai,643668,20,Male,Gold
U000255,Kiara,Iyer,kiara.iyer3190@gmail.com,2020-06-13,United Arab Emirates,Sharjah,22438,18,Male,Silver
U000256,Aadhya,Yadav,aadhya.yadav9328@gmail.com,2020-10-07,India,Kolkata,251241,23,Other,Bronze
U000257,Krishna,Shetty,krishna.shetty7062@gmail.com,2020-06-11,India,Patna,575111,44,Other,Bronze
U000258,Myra,Khan,myra.khan2307@gmail.com,2022-06-21,India,Lucknow,552646,18,Female,Bronze
U000259,Riya,Pillai,riya.pillai2807@gmail.com,2022-04-16,India,Hyderabad,750027,25,Female,Gold
U000260,Vivaan,Chowdhury,vivaan.chowdhury8966@gmail.com,2021-06-15,United States,San Francisco,79563,29,Female,Silver
U000261,Ishaan,Sharma,ishaan.sharma2485@gmail.com,2024-11-04,India,Chennai,799095,46,Other,Gold
U000262,Ananya,Gupta,ananya.gupta9093@gmail.com,2023-09-03,India,Ahmedabad,848487,56,Female,Silver
U000263,Aadhya,Kapoor,aadhya.kapoor1485@gmail.com,2020-07-25,India,Mumbai,348799,46,Male,Bronze
U000264,Ira,Sharma,ira.sharma2964@gmail.com,2023-03-07,India,Kolkata,272266,32,Male,Silver
U000265,Ira,Sharma,ira.sharma8232@gmail.com,2023-09-06,India,Bengaluru,168581,34,Other,Gold
U000266,Myra,Pandey,myra.pandey3833@gmail.com,2023-04-19,India,Kolkata,124275,52,Other,Silver
U000267,Aditya,Pandey,aditya.pandey8451@gmail.com,2024-02-18,India,Coimbatore,641068,32,Female,Silver
U000268,Aadhya,Mehta,aadhya.mehta1242@gmail.com,2021-03-07,India,Chandigarh,777514,23,Other,Silver
U000269,Krishna,Pillai,krishna.pillai7763@gmail.com,2020-04-20,India,Bengaluru,217788,26,Female,Gold
U000270,Saanvi,Gupta,saanvi.gupta7943@gmail.com,2021-04-29,United Kingdom,London,55655,18,Other,Bronze
U000271,Reyansh,Gupta,reyansh.gupta9240@gmail.com,2022-11-21,Germany,Munich,11492,45,Female,Silver
U000272,Arjun,Shetty,arjun.shetty3881@gmail.com,2020-06-15,Australia,Melbourne,21421,59,Male,Bronze
U000273,Diya,Sharma,diya.sharma4150@gmail.com,2020-11-29,India,Delhi,512150,30,Male,Bronze
U000274,Diya,Pillai,diya.pillai7215@gmail.com,2020-08-29,India,Lucknow,147889,31,Other,Silver
U000275,Aadhya,Shetty,aadhya.shetty3435@gmail.com,2020-12-12,India,Kochi,607715,18,Male,Bronze
U000276,Myra,Mishra,myra.mishra520@gmail.com,2024-03-28,India,Pune,556785,59,Other,Silver
U000277,Ira,Shetty,ira.shetty8389@gmail.com,2020-12-04,India,Coimbatore,300248,44,Female,Platinum
U000278,Krishna,Singh,krishna.singh5252@gmail.com,2022-08-31,India,Kolkata,407124,52,Other,Bronze
U000279,Reyansh,Gupta,reyansh.gupta7630@gmail.com,2023-08-04,India,Nagpur,535203,64,Male,Platinum
U000280,Aadhya,Gupta,aadhya.gupta1498@gmail.com,2024-09-18,India,Kolkata,424454,18,Male,Silver
U000281,Myra,Pandey,myra.pandey352@gmail.com,2022-02-20,India,Kolkata,707021,37,Male,Silver
U000282,Aditya,Nair,aditya.nair9393@gmail.com,2023-04-16,United Kingdom,Birmingham,18466,36,Male,Bronze
U000283,Diya,Bose,diya.bose1600@gmail.com,2021-10-19,India,Pune,621936,63,Female,Silver
U000284,Vivaan,Gupta,vivaan.gupta2654@gmail.com,2024-08-07,India,Chennai,243831,58,Female,Silver
U000285,Saanvi,Mehta,saanvi.mehta9834@gmail.com,2021-09-18,India,Mumbai,794437,40,Other,Bronze
U000286,Navya,Kapoor,navya.kapoor8799@gmail.com,2023-03-26,United Arab Emirates,Sharjah,76013,35,Female,Silver
U000287,Ira,Reddy,ira.reddy4130@gmail.com,2023-04-07,India,Delhi,497764,52,Other,Silver
U000288,Arjun,Patel,arjun.patel5339@gmail.com,2022-03-22,India,Lucknow,697220,22,Other,Silver
U000289,Vivaan,Shetty,vivaan.shetty7786@gmail.com,2024-04-22,Germany,Berlin,91356,55,Female,Gold
U000290,Aditya,Singh,aditya.singh5028@gmail.com,2022-02-26,India,Chennai,184896,52,Other,Bronze
U000291,Sai,Mehta,sai.mehta4558@gmail.com,2024-12-10,United Kingdom,London,12082,35,Male,Gold
U000292,Reyansh,Verma,reyansh.verma8049@gmail.com,2023-02-22,Australia,Brisbane,74737,36,Other,Silver
U000293,Kiara,Singh,kiara.singh6266@gmail.com,2022-11-09,India,Kochi,349349,45,Female,Bronze
U000294,Myra,Iyer,myra.iyer3846@gmail.com,2022-11-17,India,Bhopal,416854,61,Other,Silver
U000295,Ishaan,Mishra,ishaan.mishra5042@gmail.com,2021-09-09,India,Ahmedabad,460730,35,Other,Bronze
U000296,Ishaan,Verma,ishaan.verma3627@gmail.com,2021-08-30,India,Bengaluru,405580,25,Other,Bronze
U000297,Reyansh,Khan,reyansh.khan3078@gmail.com,2020-02-13,India,Bengaluru,623421,62,Other,Bronze
U000298,Diya,Pandey,diya.pandey7272@gmail.com,2022-05-13,India,Nagpur,292697,53,Male,Silver
U000299,Ishaan,Singh,ishaan.singh5841@gmail.com,2022-05-23,India,Bhopal,770777,27,Other,Gold
U000300,Krishna,Kapoor,krishna.kapoor9755@gmail.com,2020-04-14,India,Hyderabad,249324,40,Other,Silver
U000301,Saanvi,Mishra,saanvi.mishra4547@gmail.com,2020-01-16,India,Kolkata,304579,40,Male,Gold
U000302,Aarav,Pillai,aarav.pillai899@gmail.com,2023-05-15,India,Chandigarh,829499,41,Female,Bronze
U000303,Aarav,Malhotra,aarav.malhotra8835@gmail.com,2020-09-04,India,Pune,193019,31,Female,Silver
U000304,Riya,Yadav,riya.yadav3127@gmail.com,2023-11-12,Australia,Sydney,78831,60,Female,Silver
U000305,Vivaan,Shetty,vivaan.shetty1053@gmail.com,2021-10-10,United Kingdom,Manchester,98610,62,Other,Bronze
U000306,Riya,Mishra,riya.mishra5885@gmail.com,2024-09-15,India,Indore,163866,32,Male,Silver
U000307,Mohammed,Verma,mohammed.verma2224@gmail.com,2024-01-31,India,Coimbatore,524673,57,Female,Bronze
U000308,Arjun,Patel,arjun.patel7429@gmail.com,2022-08-09,India,Hyderabad,572567,25,Male,Silver
U000309,Kiara,Patel,kiara.patel818@gmail.com,2020-07-13,India,Kochi,299941,58,Male,Gold
U000310,Reyansh,Yadav,reyansh.yadav3750@gmail.com,2023-09-13,India,Ahmedabad,548170,31,Female,Bronze
U000311,Vihaan,Yadav,vihaan.yadav8478@gmail.com,2020-07-21,India,Surat,388439,53,Male,Bronze
U000312,Navya,Pandey,navya.pandey302@gmail.com,2023-01-07,India,Hyderabad,689264,62,Female,Silver
U000313,Mohammed,Khan,mohammed.khan4084@gmail.com,2023-08-20,United Arab Emirates,Abu Dhabi,20858,22,Female,Bronze
U000314,Navya,Yadav,navya.yadav3849@gmail.com,2023-02-02,India,Jaipur,308404,26,Male,Bronze
U000315,Zara,Singh,zara.singh6506@gmail.com,2020-12-04,India,Kolkata,420175,29,Male,Gold
U000316,Krishna,Pillai,krishna.pillai8789@gmail.com,2022-11-15,United Arab Emirates,Sharjah,73921,59,Female,Gold
U000317,Mohammed,Reddy,mohammed.reddy7470@gmail.com,2023-08-08,India,Surat,364491,29,Other,Silver
U000318,Reyansh,Shetty,reyansh.shetty3331@gmail.com,2020-03-07,India,Mumbai,293597,62,Female,Silver
U000319,Kiara,Bose,kiara.bose744@gmail.com,2021-08-22,India,Jaipur,775991,42,Other,Silver
U000320,Mohammed,Bose,mohammed.bose2822@gmail.com,2021-12-19,India,Coimbatore,477955,43,Other,Silver
U000321,Aadhya,Malhotra,aadhya.malhotra8253@gmail.com,2021-10-19,India,Patna,435922,23,Female,Bronze
U000322,Kiara,Khan,kiara.khan1825@gmail.com,2024-03-04,India,Patna,824187,62,Male,Bronze
U000323,Aditya,Reddy,aditya.reddy1467@gmail.com,2024-10-19,India,Kochi,232682,27,Male,Bronze
U000324,Saanvi,Chowdhury,saanvi.chowdhury1644@gmail.com,2021-11-25,India,Coimbatore,299888,23,Male,Gold
U000325,Ananya,Sharma,ananya.sharma1571@gmail.com,2024-07-30,India,Jaipur,797636,46,Other,Bronze
U000326,Reyansh,Reddy,reyansh.reddy718@gmail.com,2022-08-23,India,Coimbatore,458760,42,Male,Bronze
U000327,Arjun,Yadav,arjun.yadav6604@gmail.com,2020-09-17,United Kingdom,Manchester,26851,56,Female,Bronze
U000328,Reyansh,Khan,reyansh.khan8168@gmail.com,2024-03-13,India,Patna,666210,25,Female,Silver
U000329,Aarav,Mehta,aarav.mehta8286@gmail.com,2022-10-18,India,Hyderabad,800499,20,Male,Silver
U000330,Riya,Kapoor,riya.kapoor9317@gmail.com,2023-04-16,India,Jaipur,366802,47,Male,Bronze
U000331,Arjun,Malhotra,arjun.malhotra541@gmail.com,2024-02-20,India,Chandigarh,673128,27,Female,Silver
U000332,Vivaan,Nair,vivaan.nair2106@gmail.com,2021-06-08,India,Surat,802837,48,Male,Silver
U000333,Zara,Khan,zara.khan7539@gmail.com,2021-05-27,Germany,Hamburg,10207,31,Male,Bronze
U000334,Kiara,Iyer,kiara.iyer8780@gmail.com,2023-12-28,India,Kochi,156547,24,Other,Gold
U000335,Myra,Bose,myra.bose4340@gmail.com,2022-06-26,India,Jaipur,224245,36,Female,Bronze
U000336,Saanvi,Mehta,saanvi.mehta1532@gmail.com,2022-01-26,India,Mumbai,801389,52,Male,Bronze
U000337,Reyansh,Gupta,reyansh.gupta7195@gmail.com,2023-04-17,India,Chandigarh,455824,46,Female,Silver
U000338,Navya,Mishra,navya.mishra729@gmail.com,2022-08-18,United Kingdom,Manchester,52550,34,Female,Bronze
U000339,Ishaan,Iyer,ishaan.iyer5557@gmail.com,2024-12-06,India,Hyderabad,242926,57,Other,Gold
U000340,Ira,Yadav,ira.yadav5836@gmail.com,2021-06-13,India,Delhi,140190,59,Female,Platinum
U000341,Aditya,Singh,aditya.singh7463@gmail.com,2022-04-07,Australia,Brisbane,77464,42,Female,Bronze
U000342,Vivaan,Singh,vivaan.singh7509@gmail.com,2021-10-21,India,Mumbai,604996,62,Other,Bronze
U000343,Ananya,Malhotra,ananya.malhotra7144@gmail.com,2021-12-21,India,Lucknow,384751,36,Other,Silver
U000344,Aadhya,Reddy,aadhya.reddy8942@gmail.com,2022-12-13,India,Jaipur,531364,41,Male,Bronze
U000345,Myra,Singh,myra.singh7250@gmail.com,2020-12-12,India,Surat,790314,48,Other,Silver
U000346,Vivaan,Bose,vivaan.bose4027@gmail.com,2022-04-28,India,Delhi,366771,38,Female,Bronze
U000347,Reyansh,Iyer,reyansh.iyer2585@gmail.com,2021-08-16,India,Coimbatore,204355,49,Other,Bronze
U000348,Zara,Mishra,zara.mishra1313@gmail.com,2021-07-11,India,Mumbai,601638,18,Male,Silver
U000349,Reyansh,Iyer,reyansh.iyer8872@gmail.com,2020-10-23,India,Lucknow,354910,54,Male,Platinum
U000350,Myra,Shetty,myra.shetty9396@gmail.com,2024-07-26,India,Chandigarh,755472,49,Other,Silver
U000351,Vivaan,Kapoor,vivaan.kapoor1722@gmail.com,2023-10-31,India,Patna,207022,24,Female,Bronze
U000352,Sai,Patel,sai.patel2805@gmail.com,2024-07-28,India,Surat,322640,60,Female,Bronze
U000353,Sai,Das,sai.das7415@gmail.com,2022-09-24,India,Kolkata,261891,50,Other,Bronze
U000354,Sai,Khan,sai.khan7690@gmail.com,2023-09-24,India,Pune,824691,29,Female,Silver
U000355,Mohammed,Khan,mohammed.khan3077@gmail.com,2023-08-04,India,Bhopal,579108,63,Female,Platinum
U000356,Vihaan,Iyer,vihaan.iyer5194@gmail.com,2022-09-21,India,Indore,409757,19,Female,Silver
U000357,Ira,Das,ira.das5392@gmail.com,2024-10-24,Germany,Berlin,46005,46,Male,Silver
U000358,Navya,Pillai,navya.pillai3625@gmail.com,2024-03-28,United Kingdom,Manchester,49954,58,Female,Bronze
U000359,Krishna,Mehta,krishna.mehta3281@gmail.com,2023-07-11,India,Pune,351661,41,Female,Silver
U000360,Aarav,Kapoor,aarav.kapoor4427@gmail.com,2024-01-18,India,Surat,584151,29,Other,Bronze
U000361,Aditya,Mishra,aditya.mishra4028@gmail.com,2021-07-31,Germany,Berlin,92139,57,Other,Bronze
U000362,Saanvi,Bose,saanvi.bose9360@gmail.com,2024-12-26,India,Bhopal,843653,53,Other,Gold
U000363,Myra,Chowdhury,myra.chowdhury2332@gmail.com,2023-02-18,India,Chandigarh,681942,39,Other,Bronze
U000364,Vihaan,Nair,vihaan.nair6997@gmail.com,2023-03-03,India,Chandigarh,290169,31,Female,Bronze
U000365,Saanvi,Nair,saanvi.nair3054@gmail.com,2021-10-24,India,Indore,303356,37,Other,Silver
U000366,Mohammed,Das,mohammed.das2864@gmail.com,2021-06-15,India,Patna,274142,58,Female,Silver
U000367,Saanvi,Reddy,saanvi.reddy5709@gmail.com,2020-03-12,India,Pune,235774,33,Other,Gold
U000368,Aditya,Gupta,aditya.gupta4544@gmail.com,2021-03-04,India,Pune,708133,24,Female,Bronze
U000369,Aditya,Shetty,aditya.shetty6998@gmail.com,2020-07-29,India,Kochi,690751,36,Female,Silver
U000370,Aditya,Pillai,aditya.pillai4506@gmail.com,2024-09-24,India,Hyderabad,858957,25,Male,Bronze
U000371,Krishna,Gupta,krishna.gupta264@gmail.com,2024-05-22,India,Patna,427100,61,Female,Silver
U000372,Navya,Kapoor,navya.kapoor2896@gmail.com,2024-09-10,India,Kochi,845615,24,Male,Bronze
U000373,Vihaan,Malhotra,vihaan.malhotra5885@gmail.com,2022-05-19,India,Kolkata,703053,59,Male,Gold
U000374,Riya,Kapoor,riya.kapoor2236@gmail.com,2023-07-22,India,Chennai,607589,57,Other,Gold
U000375,Navya,Mehta,navya.mehta5756@gmail.com,2022-07-14,India,Nagpur,242267,43,Female,Gold
U000376,Zara,Khan,zara.khan2437@gmail.com,2023-12-26,India,Indore,485574,48,Other,Bronze
U000377,Krishna,Sharma,krishna.sharma13@gmail.com,2020-02-28,Australia,Sydney,99282,42,Female,Silver
U000378,Kiara,Patel,kiara.patel1060@gmail.com,2020-08-04,India,Patna,181399,63,Male,Bronze
U000379,Aditya,Pillai,aditya.pillai3204@gmail.com,2020-11-20,India,Ahmedabad,348744,37,Female,Silver
U000380,Aadhya,Nair,aadhya.nair2100@gmail.com,2023-10-26,India,Bhopal,148564,34,Other,Bronze
U000381,Navya,Patel,navya.patel3237@gmail.com,2024-07-13,India,Mumbai,700597,56,Male,Gold
U000382,Vihaan,Reddy,vihaan.reddy9363@gmail.com,2021-03-05,India,Patna,422499,53,Female,Gold
U000383,Aadhya,Khan,aadhya.khan7144@gmail.com,2021-02-09,India,Coimbatore,711042,59,Male,Silver
U000384,Myra,Pandey,myra.pandey2674@gmail.com,2024-07-31,United Kingdom,Manchester,22951,22,Male,Bronze
U000385,Myra,Nair,myra.nair3259@gmail.com,2021-05-27,India,Ahmedabad,225144,21,Male,Gold
U000386,Ananya,Verma,ananya.verma5100@gmail.com,2020-06-07,India,Ahmedabad,149605,38,Other,Silver
U000387,Vihaan,Bose,vihaan.bose8506@gmail.com,2021-09-09,India,Bhopal,690967,48,Male,Silver
U000388,Reyansh,Yadav,reyansh.yadav7466@gmail.com,2020-02-18,India,Bengaluru,727345,24,Female,Silver
U000389,Aditya,Pandey,aditya.pandey652@gmail.com,2022-10-07,India,Ahmedabad,755600,43,Female,Silver
U000390,Ananya,Singh,ananya.singh4548@gmail.com,2022-02-12,India,Nagpur,724399,36,Other,Bronze
U000391,Saanvi,Reddy,saanvi.reddy5455@gmail.com,2021-08-20,India,Bengaluru,663348,53,Male,Platinum
U000392,Aadhya,Das,aadhya.das2015@gmail.com,2023-07-29,India,Kochi,488133,39,Male,Bronze
U000393,Mohammed,Nair,mohammed.nair3092@gmail.com,2023-02-16,India,Patna,385928,27,Female,Bronze
U000394,Sai,Verma,sai.verma6486@gmail.com,2023-10-20,India,Nagpur,673618,22,Female,Gold
U000395,Ira,Chowdhury,ira.chowdhury3372@gmail.com,2020-03-21,India,Chandigarh,242218,56,Other,Silver
U000396,Ananya,Mehta,ananya.mehta612@gmail.com,2024-04-08,Germany,Hamburg,45865,24,Female,Silver
U000397,Navya,Shetty,navya.shetty9876@gmail.com,2024-08-03,India,Patna,600154,36,Female,Bronze
U000398,Aadhya,Gupta,aadhya.gupta1837@gmail.com,2024-10-12,Germany,Berlin,88756,59,Male,Gold
U000399,Aditya,Sharma,aditya.sharma4544@gmail.com,2022-05-14,India,Lucknow,254225,48,Other,Bronze
U000400,Aditya,Verma,aditya.verma9464@gmail.com,2020-01-12,India,Hyderabad,326812,44,Male,Gold
U000401,Myra,Malhotra,myra.malhotra7458@gmail.com,2021-11-08,India,Mumbai,523181,51,Male,Bronze
U000402,Mohammed,Khan,mohammed.khan4641@gmail.com,2024-08-27,India,Surat,129933,46,Other,Silver
U000403,Mohammed,Mishra,mohammed.mishra3720@gmail.com,2021-06-10,India,Surat,474644,37,Other,Bronze
U000404,Saanvi,Sharma,saanvi.sharma2586@gmail.com,2021-09-28,India,Surat,678432,44,Male,Silver
U000405,Riya,Yadav,riya.yadav1578@gmail.com,2020-08-29,India,Pune,399027,42,Male,Silver
U000406,Zara,Reddy,zara.reddy1625@gmail.com,2023-03-14,India,Kochi,346062,49,Other,Bronze
U000407,Riya,Mehta,riya.mehta8442@gmail.com,2021-01-22,India,Ahmedabad,159559,46,Female,Bronze
U000408,Diya,Das,diya.das8944@gmail.com,2020-11-10,India,Indore,693622,57,Male,Bronze
U000409,Diya,Kapoor,diya.kapoor8901@gmail.com,2022-05-19,India,Hyderabad,732527,57,Male,Bronze
U000410,Sai,Khan,sai.khan9354@gmail.com,2021-01-28,India,Hyderabad,365039,40,Male,Bronze
U000411,Diya,Mehta,diya.mehta5857@gmail.com,2023-05-26,India,Kolkata,335873,19,Male,Bronze
U000412,Vivaan,Chowdhury,vivaan.chowdhury2141@gmail.com,2021-01-13,India,Kolkata,421059,22,Female,Bronze
U000413,Vihaan,Mishra,vihaan.mishra4227@gmail.com,2020-09-03,India,Hyderabad,168345,48,Other,Silver
U000414,Mohammed,Singh,mohammed.singh8602@gmail.com,2021-10-21,India,Coimbatore,367861,29,Male,Bronze
U000415,Zara,Reddy,zara.reddy553@gmail.com,2021-04-28,India,Mumbai,366693,61,Female,Silver
U000416,Vivaan,Verma,vivaan.verma6104@gmail.com,2024-06-11,India,Jaipur,710842,19,Male,Bronze
U000417,Ishaan,Sharma,ishaan.sharma9295@gmail.com,2020-07-15,India,Kochi,674867,20,Male,Bronze
U000418,Ishaan,Mishra,ishaan.mishra1154@gmail.com,2020-08-10,India,Indore,415493,27,Male,Silver
U000419,Navya,Malhotra,navya.malhotra8523@gmail.com,2024-02-06,India,Chennai,187560,50,Other,Gold
U000420,Aadhya,Iyer,aadhya.iyer5260@gmail.com,2020-03-21,United Kingdom,Manchester,49834,27,Female,Bronze
U000421,Aadhya,Sharma,aadhya.sharma4012@gmail.com,2024-09-29,India,Patna,461302,22,Other,Bronze
U000422,Vivaan,Shetty,vivaan.shetty5768@gmail.com,2020-11-07,India,Delhi,803706,55,Female,Gold
U000423,Zara,Pandey,zara.pandey9785@gmail.com,2022-06-20,India,Bhopal,508131,31,Other,Bronze
U000424,Ira,Iyer,ira.iyer9707@gmail.com,2021-12-27,India,Coimbatore,713969,55,Male,Bronze
U000425,Vivaan,Verma,vivaan.verma5847@gmail.com,2021-08-09,India,Nagpur,600943,28,Female,Silver
U000426,Ira,Nair,ira.nair1932@gmail.com,2024-05-01,India,Coimbatore,708894,19,Male,Silver
U000427,Reyansh,Das,reyansh.das5893@gmail.com,2022-01-16,India,Chandigarh,610035,38,Male,Silver
U000428,Sai,Pandey,sai.pandey4315@gmail.com,2024-08-20,India,Indore,394285,55,Other,Silver
U000429,Navya,Mehta,navya.mehta9326@gmail.com,2021-08-24,India,Chennai,689706,30,Male,Gold
U000430,Ishaan,Nair,ishaan.nair4510@gmail.com,2022-04-23,India,Surat,397769,31,Other,Gold
U000431,Krishna,Kapoor,krishna.kapoor6587@gmail.com,2021-08-08,India,Jaipur,387363,63,Female,Bronze
U000432,Reyansh,Mehta,reyansh.mehta3457@gmail.com,2020-06-21,India,Kolkata,509108,32,Male,Silver
U000433,Aarav,Das,aarav.das1661@gmail.com,2021-12-11,India,Bengaluru,836360,58,Male,Platinum
U000434,Ira,Das,ira.das2145@gmail.com,2023-10-12,India,Bhopal,678629,43,Female,Platinum
U000435,Aadhya,Shetty,aadhya.shetty2574@gmail.com,2024-08-21,India,Lucknow,837994,26,Other,Bronze
U000436,Ananya,Verma,ananya.verma5973@gmail.com,2020-04-06,India,Coimbatore,854251,48,Male,Platinum
U000437,Sai,Mehta,sai.mehta9454@gmail.com,2024-08-14,India,Hyderabad,187941,61,Male,Silver
U000438,Kiara,Gupta,kiara.gupta5789@gmail.com,2020-03-11,India,Chennai,572457,61,Other,Gold
U000439,Sai,Das,sai.das6803@gmail.com,2020-02-18,India,Indore,172447,33,Female,Gold
U000440,Riya,Yadav,riya.yadav7434@gmail.com,2022-06-25,United Kingdom,Birmingham,31553,27,Other,Silver
U000441,Vivaan,Das,vivaan.das4657@gmail.com,2023-12-08,India,Patna,535858,62,Female,Bronze
U000442,Mohammed,Pandey,mohammed.pandey3307@gmail.com,2021-11-12,United States,Chicago,98953,57,Female,Bronze
U000443,Myra,Nair,myra.nair5650@gmail.com,2020-10-20,India,Chennai,614038,38,Female,Bronze
U000444,Krishna,Kapoor,krishna.kapoor7748@gmail.com,2022-09-07,India,Mumbai,271143,29,Male,Silver
U000445,Aditya,Reddy,aditya.reddy9653@gmail.com,2024-04-12,Australia,Brisbane,81267,58,Male,Silver
U000446,Aditya,Yadav,aditya.yadav1876@gmail.com,2024-05-23,India,Lucknow,831617,45,Other,Bronze
U000447,Reyansh,Patel,reyansh.patel3744@gmail.com,2024-01-21,India,Delhi,402282,41,Female,Bronze
U000448,Krishna,Reddy,krishna.reddy4817@gmail.com,2024-11-29,India,Hyderabad,588556,52,Female,Silver
U000449,Zara,Khan,zara.khan6071@gmail.com,2021-11-06,India,Ahmedabad,811211,24,Male,Silver
U000450,Vihaan,Reddy,vihaan.reddy4176@gmail.com,2023-12-23,India,Mumbai,770906,28,Female,Silver
U000451,Riya,Mishra,riya.mishra8376@gmail.com,2021-07-09,India,Bengaluru,639576,52,Male,Silver
U000452,Diya,Verma,diya.verma8742@gmail.com,2022-08-08,India,Chennai,815001,41,Male,Bronze
U000453,Navya,Khan,navya.khan4636@gmail.com,2020-10-25,India,Chennai,544809,47,Female,Bronze
U000454,Aditya,Pillai,aditya.pillai6682@gmail.com,2023-02-04,India,Kochi,702880,24,Female,Silver
U000455,Krishna,Pillai,krishna.pillai401@gmail.com,2022-08-12,India,Lucknow,830788,61,Male,Silver
U000456,Krishna,Sharma,krishna.sharma2143@gmail.com,2020-12-10,India,Hyderabad,540671,41,Female,Silver
U000457,Vihaan,Mehta,vihaan.mehta3441@gmail.com,2024-09-26,India,Nagpur,494038,27,Other,Silver
U000458,Aadhya,Sharma,aadhya.sharma4050@gmail.com,2024-11-15,India,Nagpur,421176,29,Male,Gold
U000459,Zara,Kapoor,zara.kapoor808@gmail.com,2024-05-11,India,Kolkata,853055,59,Male,Silver
U000460,Navya,Yadav,navya.yadav6342@gmail.com,2022-02-26,India,Lucknow,210308,35,Female,Bronze
U000461,Kiara,Singh,kiara.singh359@gmail.com,2024-12-20,India,Patna,387007,40,Female,Bronze
U000462,Saanvi,Chowdhury,saanvi.chowdhury9586@gmail.com,2023-07-13,India,Jaipur,262583,43,Female,Bronze
U000463,Sai,Patel,sai.patel3018@gmail.com,2020-03-23,United States,Houston,44983,32,Male,Silver
U000464,Aditya,Shetty,aditya.shetty9357@gmail.com,2020-08-02,India,Pune,793705,31,Male,Bronze
U000465,Saanvi,Reddy,saanvi.reddy599@gmail.com,2020-10-11,India,Indore,812710,51,Male,Gold
U000466,Riya,Sharma,riya.sharma5348@gmail.com,2022-11-02,United Kingdom,London,88410,51,Female,Gold
U000467,Diya,Iyer,diya.iyer3972@gmail.com,2020-04-25,India,Jaipur,851881,26,Male,Gold
U000468,Krishna,Nair,krishna.nair9686@gmail.com,2020-12-11,India,Chandigarh,703456,42,Male,Silver
U000469,Sai,Das,sai.das2860@gmail.com,2020-06-21,United States,Chicago,27990,49,Other,Bronze
U000470,Kiara,Bose,kiara.bose8672@gmail.com,2024-02-25,India,Bengaluru,515593,23,Male,Silver
U000471,Ira,Khan,ira.khan9758@gmail.com,2024-09-19,India,Hyderabad,381471,47,Male,Bronze
U000472,Arjun,Nair,arjun.nair1270@gmail.com,2022-09-23,India,Kolkata,335150,36,Female,Silver
U000473,Ira,Patel,ira.patel5434@gmail.com,2024-11-10,United Arab Emirates,Dubai,29398,38,Male,Bronze
U000474,Myra,Nair,myra.nair7047@gmail.com,2022-04-13,India,Indore,452492,58,Male,Silver
U000475,Ira,Singh,ira.singh3863@gmail.com,2021-12-16,India,Bhopal,256162,23,Other,Silver
U000476,Vihaan,Das,vihaan.das898@gmail.com,2023-11-25,India,Jaipur,536153,52,Female,Bronze
U000477,Saanvi,Mishra,saanvi.mishra4460@gmail.com,2023-01-23,United Arab Emirates,Sharjah,85163,22,Male,Gold
U000478,Aditya,Malhotra,aditya.malhotra352@gmail.com,2021-01-11,India,Chennai,755267,31,Male,Bronze
U000479,Krishna,Reddy,krishna.reddy9756@gmail.com,2022-07-31,India,Bengaluru,397657,49,Other,Bronze
U000480,Sai,Sharma,sai.sharma9360@gmail.com,2021-03-07,Australia,Sydney,13658,44,Other,Gold
U000481,Navya,Pillai,navya.pillai492@gmail.com,2020-04-25,India,Chandigarh,809689,24,Male,Gold
U000482,Aadhya,Verma,aadhya.verma1951@gmail.com,2024-07-25,India,Surat,383260,30,Male,Bronze
U000483,Reyansh,Singh,reyansh.singh5372@gmail.com,2021-01-03,India,Ahmedabad,707287,41,Female,Bronze
U000484,Vihaan,Reddy,vihaan.reddy8005@gmail.com,2024-04-27,India,Nagpur,598918,47,Other,Silver
U000485,Aarav,Malhotra,aarav.malhotra9487@gmail.com,2020-06-14,India,Bhopal,194136,40,Male,Bronze
U000486,Arjun,Shetty,arjun.shetty2259@gmail.com,2024-09-23,India,Hyderabad,575692,57,Female,Bronze
U000487,Aditya,Iyer,aditya.iyer3783@gmail.com,2022-09-14,India,Patna,202739,37,Male,Gold
U000488,Krishna,Shetty,krishna.shetty1828@gmail.com,2023-04-08,India,Jaipur,249199,26,Female,Bronze
U000489,Ishaan,Singh,ishaan.singh6728@gmail.com,2021-02-21,India,Chandigarh,715994,54,Male,Platinum
